,artist_id,MBID,artist_name,encoded_artist_id
5378,270517,09007862-6b59-4562-93c6-5387a724a7b0,Hans Zimmer & The Crystal Method,1292
5495,361230,70105dc4-9881-4e99-b470-dbb5a01674d9,Thelonious Monk,1648
5664,68887,bf6c29f5-b69f-4842-9031-37f9645d365d,Carole King & Louise Goffin,394
5775,67927,735e3514-a8ae-401f-af3b-6300df1b8d2c,caribou.,390
5833,245930,8974da95-e631-45aa-8fd7-aa0c2795f997,Harry Gregson-Williams,1184
5897,188863,,KRS-One feat. Channel Live,933
5922,287752,24f8d8a5-269b-475c-a1cb-792990b0b2ee,Rancid & Stubborn All-stars,1371
5949,439370,55c2c5e8-da10-4600-917d-10916661de8f,Ike & Tina Turner,1883
5967,47307,d5d97b2b-b83b-4976-814a-056d9076c8c3,Notorious B.I.G. & Frank Sinatra,246
6007,223775,509f20b2-5df3-4aec-9bbc-002131fb3f99,"Max Richter, Tilda Swinton",1080
6134,191873,adf017f5-76d6-4d31-b1b9-a0211675e7c2,lalo schifrin & john eliott,946
6160,299571,b071f9fa-14b0-4217-8e97-eb41da73f598,The Rolling Stones & Vitamin String Quartet,1417
6235,152065,54bd120a-6bac-4d7c-8b10-ba167bc7e26c,Fito Paez,745
6301,295530,69989475-2971-49aa-8c53-5d74af88b8be,Rihanna & Britney Spears,1396
6331,5399,,Deadmau5 & Glenn Morrison Remix,21
6381,378157,,Tom Jones & Isaac Hayes,1696
6384,39832,56cd15a1-0d74-438b-8244-c96ffe1cae03,Barbra Streisand & Barry Gibb,196
6564,187223,,Kool & The Gang ft Lauryn Hill,927
6602,418280,482c09c0-fe65-424f-b9e7-9ec08a999a2f,Django Reinhardt & Quintette du Hot Club de France,1837
6812,52299,117205af-fc41-4341-a8cb-5562468b0724,Bloodhoundgang,282
6959,413961,5f3b32e5-efb5-4096-9260-587c155e50b7,Cosmic Gate,1818
7031,47878,17d41cb1-9b69-456f-b1c0-2204be870e85,Bill Laswell & Grandmixer DXT,250
7242,273329,be540c02-7898-4b79-9acc-c8122c7d9e83,Pet Shop Boys & Kylie Minogue,1315
7266,104560,,Dash Berlin & Syzz,532
7274,253900,,Noisia & Hybris,1224
7316,112343,a42d3fd5-55de-4206-86c3-4fbb5404018f,"Diamond, Neil",570
7442,48905,2437980f-513a-44fc-80f1-b90d9d7fcf8f,Bing Crosby & Andrews Sisters (Holiday),261
7489,338072,01d3c51b-9b98-418a-8d8e-37f6fab59d8c,Sufjan Stevens,1577
7509,211023,,Macklemore & Ryan Lewis feat. ScHoolboy Q & Hollis,1027
7545,74130,,Chase & Status feat. Cee Lo Green,419
7557,81388,,Cliff Richard & Dniece Williams,457
7570,109,,BT & Arty Feat. Nadia Ali,0
7724,206766,b5997eef-2516-491a-a10e-5cee842bbcdc,Louis Prima & His Orchestra,1007
7808,47307,d5d97b2b-b83b-4976-814a-056d9076c8c3,notorious big feat method man,246
7849,341174,317d0217-b3d1-447c-ab99-56f21ff93f8f,Swedish House Mafia,1591
7886,417177,,Deep Purple & KISS,1830
7954,46477,1036b808-f58c-4a3e-b461-a2c4492ecf1b,Nicki Minaj,238
7970,294681,3f4e5ebb-49e3-4155-a1cd-ef4a4e155dbc,Richard Thompson & Linda Thompson,1390
8139,246,1d45138d-c675-4016-87a7-7ad5cce5e1bc,The Beach Boys & Fat Boys,3
8286,233163,0807f0eb-595a-47ec-b32b-4d34d76d870b,Mina & Alberto Sordi,1124
8298,276915,1997bee8-1b6c-4571-a254-ae67f4156339,P J Harvey,1331
8324,201108,,Linkin Park & Steve Aoki - www.musicasparabaixar.org,985
8411,343509,81855cde-5030-42de-b1b3-f563dd01e623,Taku,1596
8441,66522,,Camilla Läckberg,377
8465,427612,170d6637-36e0-49dd-a225-c4fd5b77a285,Hardwell & Joey Dale,1850
8476,73331,50e5b70f-3727-4bce-9eb1-d7a6d0db4d55,Charles Aznavour & Pierre Roche,412
8515,105007,de0222a6-e1c4-403d-8b01-3f66d505061b,Dave Brubeck Octet,534
8597,203829,,London Philharmonic Orchestra & Laurence Siegel,997
8605,81532,,The Clipse & Clinton Sparks,459
8635,47600,942a9807-9c1a-4a0e-a285-1fde2c5be9d1,Big Sean,248
8714,316207,,She & Him.,1482
8760,33937,44c7bce3-da01-4dc0-b0a5-1eb9b160f049,Atmosphere,170
8846,144662,f4a31f0a-51dd-4fa7-986d-3095c40c5ed9,Evanescence,720
8931,31356,01809552-4f87-45b0-afff-2c6f0730a3be,Elvis Presley & Junkie XL,155
9018,104560,,Dash Berlin & John Dahlbäck feat. BullySongs,532
9075,400561,0307edfc-437c-4b48-8700-80680e66a228,Whitney Houston & George Michael,1767
9147,133844,83998f9c-846b-4294-aede-d7735531c901,Edguy,676
9250,417506,7249b899-8db8-43e7-9e6e-22f1e736024e,Def Leopard,1832
9271,33528,,ATB & York feat. Jes,169
9277,8102,,Above & Beyond vs. Andy Moor,31
9300,25232,0c751690-c784-4a4f-b1e4-c1de27d47581,Animal Collective & Vashti Bunyan,121
9314,68459,477ef728-7f3b-45cc-8b88-e196c0d7968a,Carlos Santana & Matchbox 20,393
9318,208953,1fc56cff-f0a0-4ce2-ab1f-ac49cf3b073f,Spinetta,1017
9319,440070,,Imagine Dragons & Fall Out Boy,1884
9347,53342,1f2e3122-870d-42f3-8fee-dc58e8c9d139,보아,291
9415,240137,4d4f5d92-0589-42fa-bc0e-1bd73e17a2ce,Mouse on Mars,1156
9427,233678,13df2a46-f72f-40e7-aa63-26fcf62c7048,Ministry & Co-Conspirators,1126
9450,118045,,Tiësto & Firebeatz feat. Ladyhawke,603
9529,295206,,Ricky Martin & Naya Rivera,1394
9542,160331,,Future Feat Drake & Juicy J,793
9579,304906,c8fc1732-d191-4a29-a33a-410f98eff13b,Sage Francis,1439
9605,240350,,"Mozart, Wolfgang Amadeus",1158
9687,180970,381086ea-f511-4aba-bdf9-71c753dc5077,Kendrick Lamar,903
9691,203890,,London Symphony Orchestra & Andre Previn,998
9702,75133,137a8dcf-4756-4756-ad6c-73bc6388aaa7,Chicago Transit Authority,426
9791,223190,afdfd1f3-e3c2-47e7-b861-465678a3dbc2,Maurizio Pollini,1075
9841,24799,38d2141f-eb34-4637-8701-1dc06429d370,"Angelo Badalamenti, David Lynch & City of Prague Philharmonic",118
9909,456920,18c1e06b-fe76-4802-b070-53a2f6b707bd,John Mayall,1966
10215,33528,22a096ef-c70d-4d70-ae19-4fc2412d4986,ATB feat. Sean Ryan,169
10218,253900,,Noisia & Spor,1224
10263,276626,3f7b5e3e-289a-44d7-95a7-f7ffab7a2bf2,Pitbull & Ke$ha,1329
10317,299571,b071f9fa-14b0-4217-8e97-eb41da73f598,Rolling Stones & Dave Matthews,1417
10389,53987,25144665-e9ac-416f-aba3-0c8b4ee547d5,Bob Dylan,297
10513,125386,9bffb20c-dd17-4895-9fd1-4e73e888d799,morning musume,632
10598,418280,482c09c0-fe65-424f-b9e7-9ec08a999a2f,"Django Reinhardt & , Stéphane Grappelli / Le Quintette du Hot Club de France",1837
10631,184674,17b53d9f-5c63-4a09-a593-dde4608e0db9,"Kinks, The",918
10678,68459,477ef728-7f3b-45cc-8b88-e196c0d7968a,Carlos Santana & Maná,393
10693,227,1bb1eec6-88c3-4028-8920-a985c4b9081a,David Guetta & Showtek feat. MAGIC! & Sonny Wilson,2
10694,163824,,GZA/Genius & Ras Kass,809
10752,234831,3c32370c-0b54-425e-86f0-fa23c9696623,Missy Elliot,1128
10764,185634,2e710b0c-6ff3-4c21-87d5-16ebbbca212c,Klaus Schulze,921
10851,227662,deb2448c-6fdf-4d31-921e-757630515dbd,Merle Haggard,1098
10865,240137,,Mouse On Mars & Junior Boys,1156
10890,142847,75bd5186-9d89-4da9-95de-fce055c28895,Eroll Garner,716
10900,333088,e01c3376-15fa-40d7-b747-5f219bdefdd7,Steely Dan,1551
10927,30747,,A. R. Rahman & KT Tunstall,152
10971,416039,7d7a5fdd-0d04-4c36-8bee-906feeae239c,Damon Albarn & The Heavy Seas,1828
11180,210554,6d7b7cd4-254b-4c25-83f6-dd20f98ceacd,M83,1023
11225,444743,6456a893-c1e9-4e3d-86f7-0008b0a3ac8a,"Jack Johnson, G. Love & Donavon Frankenreiter",1903
11296,390795,,Vangelis & Demis Roussos,1740
11362,218516,e49f69da-17d5-4c5c-bac0-dadcb0e588f5,Mark Knopfler & Chet Atkins,1056
11401,141934,05c35c95-dcbd-4492-b091-7f05a2091d47,"Eric Clapton, Jeff Beck & Jimmy Page",712
11412,11887,7cc9acaa-46c2-4237-a093-9d663f68079e,Afrojack & Keane,49
11438,75306,1d18e4c5-28c2-4721-a364-cb99b4358102,Ella Fitzgerald & Sy Oliver & His Orchestra,429
11475,139394,,Eminem ft. Xzibit & Nate Dogg,698
11485,218992,,Markus Schulz & Departure with Gabriel & Dresden,1059
11580,441237,8ebd161e-f45e-41b9-8019-fcbd094c327f,In Extremo,1891
11594,250145,ac8a45f8-5520-4463-9fda-f63f8844cb50,"The Nitty Gritty Dirt Band, Chris Hillman and Roger McGuinn",1203
11603,23549,980ee2d8-2ee9-407b-b48e-48360fbc7437,Andrew Lloyd Webber & Tim Rice,113
11624,372421,191de76f-a224-445d-b041-54df16d65bf7,Yardbirds,1673
11687,238733,067102ea-9519-4622-9077-57ca4164cfbb,Morchiba,1148
11783,454386,,Joao Gilberto & Caetano Veloso,1944
11949,19348,08465d9c-b783-4e70-bfce-63e6c25307b1,Alphaville,92
12060,75192,8b506e4a-c343-467b-aad6-300a9bfac355,Chicane & Vigri,427
12075,365264,6758601f-6d57-491e-a125-037f382a5ddd,The Polyphonic Spree,1654
12106,296491,c2d25856-a09a-4d15-b404-77dd19c19e63,R. Kelly & Céline Dion,1401
12253,229444,210769a3-4aca-4199-a2e1-676ef376e078,Micheal Jackson,1113
12321,238196,774666d2-2064-4d6c-856c-f8cda0aaf9f0,The Moody Blues,1143
12414,88720,,Cyndi Lauper & The Minus 5,491
12454,41687,,BB King & Muddy Waters,212
12494,271162,2030e776-73b2-4cf8-8c15-813e801f8151,Pendulum & DJ Fresh,1296
12512,446895,0217fabf-0e84-4c36-b197-f1b6e1263506,James Taylor,1912
12746,83974,c0a1179b-b14a-4d68-a3c1-1fdab16ed602,Common feat. Kanye West & John Legend,472
12890,232667,7e9bd05a-117f-4cce-87bc-e011527a8b18,Miley Cyrus vs. Cedric Gervais,1122
12905,140510,,Moby and Billy Corgan with New Order,701
12958,227779,2841d983-f8c3-432a-af02-7407a84580a8,Merzbow & Genesis P-Orridge,1100
13028,168796,f47fc54d-b334-4321-8218-00c5b11d4dd1,Gogol Bordello,840
13171,272592,8e66ea2b-b57b-47d9-8df0-df4630aeb8e5,Peter Gabriel & Friends,1306
13228,142266,0419569c-96a4-4f73-a752-ce3c13b8f559,Erik Satie,713
13253,119550,1d543e07-d0d2-4834-a8db-d65c50c2a856,Dolly Parton & Kenny Rogers,608
13411,369175,794c6bf2-3241-416f-9b8f-24e2d84a1c4b,The Stooges,1658
13419,211023,b6d7ec94-830c-44dd-b699-ce66556b7e55,Macklemore & Ryan Lewis [feat. Wanz],1027
13437,193692,,Lata Mangeshkar & Talat Aziz,951
13478,273329,,Pet Shop Boys & Dusty Springfield,1315
13535,266242,b9472588-93f3-4922-a1a2-74082cdf9ce8,Panic! at the Disco,1272
13598,361230,70105dc4-9881-4e99-b470-dbb5a01674d9,Thelonious Monk & Sonny Rollins,1648
13627,92041,f7456b5b-e5a5-454e-b5db-047308210c8e,DDT,502
13645,11887,,Afrojack & Steve Aoki feat. Alyssa Palmer,49
13910,114580,,Diplo & Datsik,592
13986,165636,3b39abeb-0064-4eed-9ddd-ee47a45c54cb,Ghostface & Amy Winehouse,824
14017,75461,e6df2379-05ed-4d1b-be65-47d69f213474,Chieftains & Sinead O'Connor & Van Morrison,433
14072,107523,86f97b36-3c24-4cf8-8fd9-b7ae93e18af2,동방신기,544
14144,109597,faf4cefb-036c-4c88-b93a-5b03dd0a0e6b,Demi Lavato,554
14212,28378,788ad31c-bf0c-4a31-83f8-b8b130d79c76,"Apocalyptica, Ville Valo, Laur",135
14295,447098,164f0d73-1234-4e2c-8743-d77bf2191051,Kanye West & Jay-Z & Rick Ross & Nicki Minaj & Bon Iver,1914
14326,288924,697f8b9f-0454-40f2-bba2-58f35668cdbe,Ravi Shankar & Ali Akbar Khan,1375
14342,415928,,Damien Rice & Ray LaMontagne,1827
14384,167307,f1bedf1f-4445-4651-9c35-f4a3f3860a13,Giuseppe Verdi,831
14432,395614,,Hatsune Miku & Kagamine Rin,1751
14483,459788,cd8c5019-5d75-4d5c-bc28-e1e26a7dd5c8,José González & Augustifamiljen,1977
14523,56683,5441c29d-3602-4898-b1a1-b77fa23b8e50,David Bowie & Freddie Mercury,316
14543,236219,98913495-8867-43b3-aa8d-db88ee4d4cdc,Modern Talking,1133
14684,31635,e073f6af-d696-4340-b847-e81fabc4d55b,Art Tatum & Ben Webster,159
14782,407742,3630fff3-52fc-4e97-ab01-d68fd88e4135,Yellowcard,1795
14793,220341,afdb7919-059d-43c1-b668-ba1d265e7e42,Marvin Gaye & Mary Wells,1065
14863,454805,,Joe Bonamassa & Paul Rodgers,1946
14872,334481,a4c9f90d-0428-4a39-8e4e-a7dc0c53e5c1,Steve Earle,1557
14994,250145,ac8a45f8-5520-4463-9fda-f63f8844cb50,The Nitty Gritty Dirt Band,1203
15033,164325,3bccbe10-3478-4f89-8485-3baccc445826,George Harrison & London Radha-Krishna Temple,816
15261,144,8ea020f3-fe94-4ca4-b4d8-94cbf9dad3eb,08. Inna,1
15320,87999,69ee3720-a7cb-4402-b48d-a02c366f2bcf,The Cure,486
15357,209937,816d9b5d-eaf9-4a97-b5f7-6e82cd01aafe,Luther Vandross & Janet Jackson,1020
15501,46425,183105b5-3e68-4748-9086-2c1c11bf7a3d,Beyoncé Knowles feat. Jay-Z,237
15526,76474,90cf9335-6b89-41d6-80e6-513c24e6fd3e,"Chopin, Fryderyk",438
15536,74130,,Chase & Status ft.Tinie Tempah and Wretch 32,419
15540,30345,,Armin Van Buuren & Gaia,150
15551,112418,67d2cb7a-9ddb-4a7f-82bf-5a2d1a038e98,Diana Krall,571
15552,248948,587fd8ec-2e9d-4ce6-8bc5-97d0a9334883,NETSKY ft BILLIE,1197
15698,37951,e919b253-da5b-4aae-a444-6a368376a2d6,Bad Brains,190
15704,53400,94c338ff-1985-4429-9dc8-997b61bb5932,B.o.B. feat. Bruno Mars,293
15725,72265,b53f1433-77b8-4dea-b34d-f9d272d85ac8,Cesaria Evora,408
15735,234831,3c32370c-0b54-425e-86f0-fa23c9696623,Missy Elliott & Ludacris,1128
15768,456920,,John Mayall & The Bluesbreakers feat. Eric Clapton,1966
15770,162038,,Gareth Emery & Ben Gold,805
15794,195723,,Lee Scatch Perry & The White Belly Rats,957
15807,227,1bb1eec6-88c3-4028-8920-a985c4b9081a,David Guetta & Afrojack,2
15844,440830,,Incubus Succubus,1889
15885,141934,05c35c95-dcbd-4492-b091-7f05a2091d47,Eric Clapton - [EMG],712
15969,121766,4e345424-4c73-4c63-8747-253fe8d6ec69,Dr. John & The Lower 911,618
16148,108487,2b47310c-8ec1-4577-8356-b9bf655ac82a,Dean Evenson,548
16227,182039,0c41b966-12e8-4c9b-87ea-af47798987b6,Kevin Gates,908
16290,438229,1d11e2a1-4531-4d61-a8c7-7b5c6a608fd2,Ice Cube & Paul Oakenfold,1879
16520,372354,,Wu-Tang Clan featuring Tekitha,1671
16537,277094,14e037e1-222d-407d-b3ba-4d40f0c64d55,Plan B,1334
16595,56026,1894d66f-81ed-44c1-8c1b-e47e1b736cd1,Boris,314
16641,141934,05c35c95-dcbd-4492-b091-7f05a2091d47,Eric Clapton,712
16776,41687,dcb03ce3-67a5-4eb3-b2d1-2a12d93a38f3,BB King & Albert Collins,212
16804,331896,17ed0092-b086-4f1c-95bf-32fb79c511c5,Stan Getz & Gerry Mulligan,1546
16870,344715,a1e626f0-ed1f-444a-af2e-86aeae6651e4,Tarja Turunen,1603
16911,19895,,Aly & Fila feat. Chris Jones,94
16930,115120,ae65c507-d9a0-4d42-9a6c-2b1f82158b9f,Disclosure feat Sam Smith,596
16991,235902,00810267-f0ac-45a6-ae99-0b8c9c18f3c2,Moby & Inyang Bassey,1131
17172,292035,ea4dfa26-f633-4da6-a52a-f49ea4897b58,R.E.M,1384
17189,82146,,"Snoop Dogg, R. Kelly & Busta Rhymes",463
17290,53135,3eab4de9-a578-4327-8909-f90ffc1b8ae5,Blumentopf & Blaskapelle Münsing,287
17330,22853,c5a0a216-c33c-42dc-92b8-4b60236f8dad,Andrea Bocelli & Christina Aquilera,110
17371,60101,088e65a8-f348-41be-bb91-367ec492bd59,Bruce Dickinson & Judas Priest,338
17522,88720,7bd9e20e-74b9-446a-a2ed-a223f82a36e7,Cyndi Lauper & Norah Jones (Holiday),491
17569,297979,6605c2c6-f115-486c-8b1a-b786882de463,Robin Trower,1409
17681,130379,5ffb73c0-b739-4231-ba22-f8d361be1d45,Yoko Kanno and The Seatbelts,668
17725,144662,f4a31f0a-51dd-4fa7-986d-3095c40c5ed9,Evanescence & The Los Angeles Millenium Choir,720
17739,107039,561d854a-6a28-4aa7-8c99-323e6ce46c2a,Miles Davis & Cannonball Adderley,543
17752,31356,01809552-4f87-45b0-afff-2c6f0730a3be,Elvis Presley & Amy Grant,155
17763,307773,896f0194-8ab2-4278-81e0-c56a0444b569,Sarah Brightman & Michael Crawford,1448
17772,227,1bb1eec6-88c3-4028-8920-a985c4b9081a,David Guetta - Sia,2
17784,257088,39ab1aed-75e0-4140-bd47-540276886b60,Oasis,1233
17825,264960,8aa5b65a-5b3c-4029-92bf-47a544356934,Ozzy Osbourne & Type O Negative,1268
18224,133573,1a60d6dd-9d3e-40fc-a66d-3184f9ee0d61,Eddie Vedder & Nusrat Fateh Ali Khan,675
18410,335184,,Stevie Wonder & C2C,1566
18585,190138,,Kylie Minogue feat. Jazzi P.,938
18643,111763,b00cb756-0259-4a50-bbcb-ad22186c5518,Devin Townsend Project,566
18677,155304,,Four Tet & Terror Danjah,762
18741,302401,b09ced80-aa65-43c1-9aa7-58b1e982eada,Rudimental & Ella Eyre,1429
18756,296491,,R. Kelly & MGM,1401
18795,109097,4279aba0-1bde-40a9-8fb2-c63d165dc554,Delerium feat. Isabel Bayrakdarian,553
18851,309369,0a05119c-34e4-4fbc-a811-b7db1411bc34,Sérgio Mendes,1456
19014,118045,,Tiësto & MOTi,603
19055,415063,056e4f3e-d505-4dad-8ec1-d04f521cbb56,Daft Punk/Pharrell Williams,1824
19191,76766,126759e7-ca12-4bb4-884e-eba160e9e406,Chris Brown & Tyga,439
19201,112546,22fa6038-d14c-4aab-a057-d397132e9191,Diary of Dreams,574
19326,380562,aab5c954-cabe-432e-899e-1c4f99757327,Toto & Brian Eno,1706
19339,169691,883ece23-2779-4091-b527-62eb07ee79d4,Goran Bregovic,844
19413,331896,17ed0092-b086-4f1c-95bf-32fb79c511c5,Stan Getz & Dizzy Gillespie,1546
19464,149679,,Feist & Grizzly Bear,740
19624,240137,,Mouse On Mars & Yoshimi,1156
19637,79411,,The Cinematic Orchestra & Fontella Bass,449
19659,447098,164f0d73-1234-4e2c-8743-d77bf2191051,Kanye West & Twista ft Jamie Foxx,1914
19691,53987,25144665-e9ac-416f-aba3-0c8b4ee547d5,Bob Dylan & Grateful Dead,297
19800,455930,d43d12a1-2dc9-4257-a2fd-0a3bb1081b86,Johnny Cash & The Avett Brothers,1951
19945,218000,,Marisa Monte & Erasmo Carlos,1055
20051,289130,2ce02909-598b-44ef-a456-151ba0a3bd70,Ray Charles & Norah Jones,1376
